tax	COT1	COT2	COT3	COT4	COT5	ICO1	OUT1	OUT2	OUT3	OUT4	total
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia canariae	4	3	1	1	1	2	1	0	2	5	9
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia rochesterensis	0	0	0	0	0	2	0	0	3	2	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia rohdei	0	3	0	0	0	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia ruckeri	2	0	1	0	0	5	0	0	1	1	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Candidatus Competibacteraceae;Plasticicumulans;Plasticicumulans acidivorans	0	0	1	0	1	0	1	2	0	2	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Candidatus Competibacteraceae;Plasticicumulans;Plasticicumulans lactativorans	1	0	0	6	1	0	0	0	1	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Celerinatantimonadaceae;Celerinatantimonas;Celerinatantimonas diazotrophica	0	0	2	1	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Celerinatantimonadaceae;Celerinatantimonas;Celerinatantimonas yamalensis	0	0	0	1	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Acidibacter;Acidibacter ferrireducens	55	62	108	110	104	84	262	140	172	151	206
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Alkalimonas;Alkalimonas amylolytica	4	4	2	0	0	0	0	0	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Alkalimonas;Alkalimonas delamerensis	0	0	0	0	5	0	0	0	2	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Halospina;Halospina denitrificans	1	2	1	4	3	0	0	1	2	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Litorivivens;Litorivivens aequoris	0	0	0	1	0	0	0	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Litorivivens;Litorivivens lipolytica	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;Immundisolibacter;Immundisolibacter cernigliae	3	9	9	5	14	13	2	2	2	2	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella;Kangiella chungangensis	0	33	1	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella;Kangiella japonica	0	0	20	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella;Kangiella shandongensis	19	0	0	31	13	0	18	13	12	10	29
Bacteria;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella;Kangiella spongicola	0	0	0	0	0	2	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella lusitana	16	35	23	45	16	45	21	22	5	8	24
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella siphonis	60	77	57	72	60	61	39	26	34	32	92
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella burnetii	39	36	27	57	32	37	18	8	19	14	53
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella cheraxi	10	13	5	4	14	39	12	7	8	13	23
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella;Rickettsiella massiliensis	2	7	12	8	5	0	8	1	4	5	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Fluoribacter;Fluoribacter dumoffii	0	2	0	2	2	0	0	2	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Fluoribacter;Fluoribacter gormanii	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella adelaidensis	1	2	3	3	2	0	1	0	0	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella anisa	3	1	0	4	0	0	1	0	0	1	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella beliardensis	1	1	2	3	0	1	1	1	2	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella busanensis	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella cherrii	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella cincinnatiensis	1	0	0	1	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella drancourtii	1	1	0	0	0	0	0	1	1	2	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella dresdenensis	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella erythra	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella fairfieldensis	1	0	2	0	0	0	0	0	1	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella fallonii	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella feeleii	0	0	1	0	0	0	4	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella geestiana	3	0	4	2	2	2	3	6	4	1	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella gratiana	0	0	0	0	1	0	1	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella gresilensis	0	3	0	4	1	2	0	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella israelensis	16	37	13	16	11	7	13	5	11	5	21
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella jamestowniensis	12	16	52	12	0	0	0	44	1	1	13
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella jordanis	0	0	3	0	1	0	1	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella lansingensis	1	1	1	2	1	1	0	1	1	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella londiniensis	1	2	1	2	3	2	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella longbeachae	3	9	3	10	10	0	0	0	5	3	6
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella lytica	1	0	0	0	1	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella maceachernii	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella massiliensis	0	1	0	0	1	0	0	0	3	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella moravica	1	1	3	1	0	1	1	0	0	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella nagasakiensis	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella nautarum	0	0	0	1	0	5	4	0	0	4	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella norrlandica	6	3	1	1	1	1	2	1	5	1	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella oakridgensis	2	0	2	2	1	0	2	0	2	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella quateirensis	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella quinlivanii	1	0	0	0	1	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella rubrilucens	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella shakespearei	0	2	1	0	1	0	1	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella spiritensis	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella steigerwaltii	0	1	0	0	1	0	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella taurinensis	1	0	0	0	0	1	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella thermalis	0	1	0	0	0	0	0	0	0	2	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella tucsonensis	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella tunisiensis	0	5	1	2	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella wadsworthii	45	55	4	2	12	185	51	25	88	2	47
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella waltersii	0	1	0	3	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella yabuuchiae	0	0	0	0	0	6	1	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas aestuarii	1	1	0	1	0	0	1	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas alkanexedens	0	1	0	0	0	0	2	4	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas aquatica	39	0	0	1	11	0	1	1	3	3	42
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas caeni	0	0	0	0	0	0	0	0	0	3	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas composti	2	2	0	1	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas daechungensis	38	26	16	81	66	11	16	14	18	20	58
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas daejeonensis	60	120	52	136	43	36	28	7	13	21	81
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas fontis	1	0	1	1	1	0	1	1	0	4	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas malthae	0	0	0	0	0	0	0	0	3	3	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas maotaiensis	7	14	24	23	31	14	7	4	4	7	14
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas oryziterrae	21	7	11	36	7	1	7	5	8	17	38
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas soli	1	1	0	1	0	0	1	1	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas subflava	6	6	3	37	11	4	11	6	4	6	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas taoyuanensis	1	0	0	0	0	0	0	1	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas terrae	2	0	0	4	5	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Chujaibacter;Chujaibacter soli	32	37	17	47	23	8	17	16	23	10	42
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Coralloluteibacterium;Coralloluteibacterium stylophorae	7	2	5	3	4	0	0	0	2	0	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Coralloluteibacterium;Coralloluteibacterium thermophilus	1	1	3	7	6	0	0	2	0	2	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Denitratimonas;Denitratimonas tolerans	4	2	5	3	6	3	4	1	1	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas abyssi	7	3	0	7	0	1	2	1	2	0	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas aestuarii	0	0	6	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas chenhongjianii	1	0	0	1	0	0	0	0	1	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas composti	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas cucumeris	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas dalianensis	0	0	0	0	0	0	1	1	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas deserti	0	0	0	6	4	0	1	1	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas gilva	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas huabeiensis	0	0	0	0	1	0	0	1	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas lumbrici	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas lutimaris	0	0	1	3	0	0	0	3	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas mephitis	2	0	8	4	1	1	2	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas panaciterrae	0	0	27	0	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas pelagia	1	0	0	1	2	0	1	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas salinisoli	4	0	1	4	3	0	2	0	0	1	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas soli	1	0	0	4	0	0	2	0	0	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas terricola	1	0	0	0	0	1	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas vadosa	3	2	1	0	2	0	0	0	0	0	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter aestuarii	0	0	1	0	0	0	0	1	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter agri	1	1	1	0	4	0	1	0	0	2	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter alkalisoli	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter antibioticus	4	3	1	1	0	0	0	0	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter arseniciresistens	4	1	1	0	1	0	0	0	1	1	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter brunescens	30	34	14	26	16	0	36	31	53	22	52
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter bugurensis	0	0	0	0	3	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter caeni	0	1	0	1	0	1	0	0	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter capsici	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter caseinilyticus	39	6	2	3	5	0	0	0	2	1	40
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter cavernae	1	0	0	0	0	0	0	0	1	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter chengduensis	4	3	0	1	2	2	1	4	3	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter concretionis	3	1	0	2	4	1	0	0	0	1	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter daejeonensis	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter defluvii	1	0	0	1	0	1	1	0	0	2	3
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter dokdonensis	1	0	1	4	0	9	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter enzymogenes	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter erysipheiresistens	7	0	1	2	1	5	9	3	1	3	10
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter gummosus	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter helvus	0	0	0	0	3	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter humi (ex Akter et al. 2016)	1	0	0	1	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter korlensis	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter lycopersici	4	0	0	2	0	0	0	0	0	2	6
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter mobilis	17	2	3	3	10	16	0	0	0	2	19
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter niastensis	6	1	1	0	0	0	0	0	0	0	6
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter novalis	0	0	0	0	1	1	0	1	0	1	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter oculi	1	5	0	5	0	0	0	0	3	1	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter oligotrophicus	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter oryzae	1	0	1	0	0	0	1	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter panacihumi	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter pocheonensis	4	0	0	0	1	0	0	0	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter prati	16	1	0	5	0	0	1	0	0	2	18
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter psychrotolerans	0	2	1	6	2	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter rhizophilus	0	0	0	0	0	0	4	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter rhizosphaerae	2	1	1	5	1	1	2	1	1	2	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter ruipuensis	34	25	7	33	21	0	8	21	19	17	51
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter ruishenii	0	1	1	0	0	0	0	0	1	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter sediminicola	115	1	2	5	8	0	21	57	28	67	182
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter segetis	12	0	0	0	10	0	0	0	1	0	12
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter silvestris	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter silvisoli	44	3	7	22	35	0	0	0	12	4	48
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter soli	11	0	5	2	8	0	0	0	4	0	11
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter solisilvae	4	0	0	1	0	0	0	1	1	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter tabacisoli	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter telluris	5	0	0	4	0	1	2	0	6	2	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter terrae	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter terrestris	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter terrigena	99	1	5	13	31	0	1	1	8	7	106
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter tongrenensis	3	1	0	0	1	1	1	1	1	1	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter xanthus	14	0	3	0	3	0	0	0	2	0	14
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter zhanggongensis	4	4	3	0	6	1	0	0	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacteraceae_Incertae_sedis;[Pseudomonas] boreopolis	0	1	0	0	1	0	0	0	0	0	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudolysobacter;Pseudolysobacter antarcticus	4	6	4	4	5	7	2	3	1	3	7
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudomarimonas;Pseudomarimonas arenosa	41	39	27	45	21	1	9	5	7	8	49
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas arseniciresistens	4	2	1	1	2	0	1	2	1	1	5
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas broegbernensis	1	0	0	1	1	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas gei	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas helianthi	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas humi	4	0	1	0	0	2	0	1	0	0	4
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;Pseudoxanthomonas icgebensis	0	0	0	1	0	1	1	0	0	0	0
